Address,Town,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AccessNote,AdultChange,ChangingPlaces,AdultChangeNote,BabyChange,BabyCareRoom,BabyChangeNote,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
Sandy Point Road,Glenmaggie,,-37.92909703,146.7922932,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Weir Road,Cowwarr,,-37.9983319,146.6565107,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Thompson Dr,Cowwarr,,-37.99894626,146.6475701,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Moondarra Reservoir Road,Moondarra,,-38.09412192,146.3854148,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Separation Street,Northcote,,-37.76980268,145.001107,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Sat 10am-4pm, Mon-Fri 10am-8pm, Sun 1pm-5pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Arthurton Road,Northcote,,-37.76829889,144.992023,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Corner High &  Westgarth Street,Northcote,,-37.78120526,144.9968152,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
266 Gower Street,Preston,,-37.74025562,145.0060211,FALSE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 10am-8pm, Sat 10am-4pm, Sun 11am-5pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
284 Gower Street,Preston,,-37.74030182,145.0044409,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open during functions,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
350 High Street,Preston,,-37.74006192,145.0039063,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open during functions,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
274 Gower Street,Preston,,-37.740486,145.004674,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Mon-Fri 8:30am-5pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Griffiths Street,Reservoir,,-37.71387276,144.9946556,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Edwardes  Street,Reservoir,,-37.71523064,144.993389,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Station Street,Fairfield,,-37.77784945,145.0186934,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 8:30am-5:30pm, Sat 9am-12pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
181 Dunne Street,Kingsbury,,-37.71553116,145.0247202,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Entrance off Dunne Street. Facility in the rear car park of Kingsbury Bowling Club.,FALSE
Sumner Avenue,Northcote,,-37.77245303,144.9892143,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,Toilets only open during sporting events.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Peter Street,Preston,,-37.74618083,144.9980005,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Main Road,Glengarry,,-38.12670696,146.5737369,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Surrey Street,Linton,Out front of shire hall,-37.6853185,143.5631225,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Off Glenelg Highway,Linton,,-37.6831005,143.568945,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Toilet uses non-potable water,FALSE
Gardens Road,Smythesdale,,-37.6391355,143.6867845,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Key required for showers. 
Can be obtained by contacting booking officer",TRUE
Colac-Ballarat Road,Napoleons,At recreation reserve and public hall,-37.68006859,143.8260024,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Wilson Street,Meredith,,-37.84767495,144.0740402,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Reservoir Street,Lethbridge,,-37.9633998,144.1350739,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
Russell Street,Lethbridge,,-37.96639143,144.1341671,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
7 McPhillips Road,Bannockburn,Across road from service station corner High street,-38.04498157,144.1731373,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Moore Street,Bannockburn,,-38.0479508,144.1742228,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hamilton Highway,Inverleigh,,-38.10045644,144.0610389,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Note:  cold shower only,TRUE
35 Ware Street,Teesdale,,-38.02695615,144.0493593,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
1164 Bannockburn-Shelford Road,Teesdale,,-38.02470996,144.041756,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
1 The Parade Road,Shelford,,-38.01316847,143.9765279,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Ferrars Street,Rokewood,,-37.90067903,143.7201221,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
McMillan Street,Rokewood,,-37.901298,143.7172285,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hall Road,Corindhap,,-37.87391849,143.7405431,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Swamp Road,Dereel,,-37.81974308,143.7532503,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Wimmera Hwy,Apsley,,-36.96885092,141.0834314,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Anzac Avenue,Edenhope,,-37.03633935,141.2960635,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lake Street,Edenhope,,-37.0339871,141.2963765,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 8am-8pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
"Madden Street, North",Kaniva,,-36.37788287,141.2382079,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,TRUE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Progress Street,Kaniva,,-36.37746238,141.2405266,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Elizabeth Street,Serviceton,,-36.37693602,140.9871575,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
29 Blair Street,Harrow,,-37.16672746,141.5920664,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
31 Main Street,Goroke,,-36.71857423,141.4737531,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
8 Jamieson-Licola Road,Glen Falloch,,-37.62735791,146.6244932,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
16 Cahill Street,Briagolong,,-37.84219393,147.0707691,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
George Street,Heyfield,,-37.98007259,146.784289,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Harbeck Street,Heyfield,,-37.98249637,146.7835574,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
9 Queen Street,Rosedale,,-38.15091633,146.7884625,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
96 Johnson Street,Maffra,,-37.96668432,146.9762034,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Oct-Mar 9am-10pm, Apr-Sep 6am-9pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Mcmahon Drive,Maffra,,-37.96707328,146.9731555,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Boisdale Street,Maffra,,-37.96559023,146.9815408,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lake Street,Loch Sport,,-38.04970226,147.5776392,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
The Boulevarde,Loch Sport,,-38.02598759,147.6112902,TRUE,TRUE,Main jetty and boat ramp car park.,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Seagull Drive,Loch Sport,,-38.03380744,147.5976062,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Victoria Parade,Loch Sport,,-38.05458719,147.5685337,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Marlay Point Road,Clydebank,,-38.05999673,147.2504905,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hollands Landing Road,Hollands Landing,,-38.05417043,147.4604077,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
23 McMillan Street,Stratford,,-37.97128804,147.0795068,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Princes Highway,Stratford,,-37.96557132,147.079714,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Guthridge Parade,Sale,,-38.11459608,147.0795667,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
1 David Street,Manns Beach,,-38.64620164,146.7856063,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Woodside Beach Road,Darriman,,-38.55182669,146.9771398,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Wharf Street,Port Albert,,-38.67276837,146.693848,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,TRUE,TRUE,TRUE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
322 Commercial Road,Yarram,,-38.56543017,146.6750651,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-10:30pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Buckley Street,Seaspray,,-38.38052974,147.1846056,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
54-62 John Street,Brunswick East,,-37.77441754,144.9766841,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,"Toilets are cleaned Monday, Wednesday, Friday, not Christmas Day",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
5 Belair Avenue,Glenroy,,-37.70461017,144.9145929,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Cleaned everyday, not Christmas Day Toilets are cleaned once a day every day Monday to Sunday",FALSE
Kalong Road,Glenroy,,-37.70700653,144.9188639,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Toilets are cleaned 3 times a day  every day Monday to Sunday,FALSE
115 Jukes Road,Fawkner,,-37.70195593,144.9662668,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 6am-9pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Cleaned every day, not Christmas Day Toilets are cleaned once a day every day Monday to Sunday",FALSE
Brearley Reserve,Pascoe Vale South,,-37.73859432,144.9344562,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,Toilets automatically lock outside of operating hours,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Cleaned every day, except Christmas Day",FALSE
Albert Street,Brunswick East,,-37.76977928,144.977227,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets are cleaned every day of the week, except Christmas Day",FALSE
42-46 Northumberland Road,Pascoe Vale,,-37.72670744,144.932147,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets are cleaned every day of the week, except Christmas Day",FALSE
Shorts Road,Coburg North,,-37.7238799,144.9578211,FALSE,FALSE,Enter car park via Sheppard Street,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Toilets are cleaned 7 days a week except  Christmas Day,FALSE
31 Kirkdale Street,Brunswick East,,-37.7699063,144.9827508,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets cleaned Monday, Tuesday, Thursday, Friday and Saturday - not Christmas Day",FALSE
46 De Chene Parade,Coburg North,,-37.73209327,144.9669191,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets are cleaned Monday , Tuesday, Thursday, Friday,Saturday & Sunday, except Christmas Day",FALSE
1 Gaffney Street,Coburg,,-37.73443905,144.968648,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets are cleaned every day, except Christmas Day",FALSE
Bell Street & Urquhart St.,Coburg,,-37.741474,144.9731509,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets are cleaned Monday, Wednesday & Friday except Christmas Day",FALSE
Leinster Grove,Brunswick East,,-37.77156703,144.9732784,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets are cleaned on Monday, Wednesday, Friday & Saturday
Except Public Holidays",FALSE
Keady Street,Coburg North,,-37.72240256,144.9662551,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets cleaned on Monday, Wednesday & Friday, except Christmas Day",FALSE
McCracken Avenue,Pascoe Vale,,-37.72883281,144.926271,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Mon-Fri 12pm-11:59pm,Open 24 hours Monday to Friday. ,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets cleaned on Monday, Wednesday & Friday, except Christmas Day",FALSE
8-42 Landells Road & Oakbank Grove,Pascoe Vale,,-37.7307748,144.9426017,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets cleaned Monday, Wednesday & Friday, except Christmas Day",FALSE
McPherson Street,Coburg,,-37.74781895,144.9594689,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Toilets cleaned Monday, Wednesday & Friday except Christmas Day",FALSE
33-35 Glenroy Road,Glenroy,,-37.70791928,144.935019,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,This is an Exeloo,FALSE
24 Gray Street,Brunswick,,-37.77480738,144.9538551,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Toilets are cleaned 7 Days a week, except Christmas Day",FALSE
256-246 Union Street,Brunswick West,,-37.77143722,144.9439206,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Toilets are cleaned on Monday, Wednesday, Friday, Saturday & Sunday, except Christmas Day",FALSE
Dean Crescent,Launching Place,,-37.78172545,145.5672629,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Old Warburton Road,Wesburn,,-37.77381312,145.6498786,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Warburton Highway,Yarra Junction,,-37.78156092,145.6119877,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Moore Crescent,Millgrove,,-37.75300618,145.6504639,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hazeldene Road,Gladysdale,,-37.82641136,145.6513283,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Yarra Junction - Noojee Road,Powelltown,,-37.86345894,145.7479305,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
7 Whinwell St,Millgrove,,-37.75149513,145.6462396,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Warburton Highway,Warburton,,-37.75516361,145.6793156,FALSE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Warburton Highway,Warburton,,-37.75287051,145.695759,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Woods Point Road,East Warburton,,-37.74225915,145.7363189,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Tudor Court Road,Yellingbo,,-37.81273337,145.5093455,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Healsville Koo Wee Rup Road,Woori Yallock,,-37.7828031,145.5318107,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
3455 Warburton Highway,Warburton,,-37.75161645,145.6948469,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Wickhams Road,Launching Place,,-37.78887313,145.5709748,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Gembrook-Launching Place Road,Beenak,,-37.89845085,145.5952979,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
